age,fnlwgt,education,education.num,marital.status,occupation,capital.gain,capital.loss,hours.per.week,is_US,is_White,is_Male,income
60,52900,8,9,5,10,0,0,42,1,1,1,1
60,109530,10,11,5,9,7298,0,40,1,1,1,1
56,162130,2,3,5,12,0,1887,67,1,1,1,1
24,42401,12,13,0,11,0,0,47,1,1,1,0
34,190290,8,9,5,10,0,0,40,1,1,1,1
31,162572,8,9,0,0,0,0,16,1,1,1,0
36,186865,15,16,5,13,0,0,60,1,1,1,1
66,274451,4,5,5,4,0,0,25,1,1,1,1
22,355686,9,10,0,3,0,0,40,1,1,0,0
41,237321,1,2,5,2,0,0,40,0,1,1,1
19,285263,8,9,0,3,0,0,40,1,1,1,0
43,33331,13,14,5,12,0,0,40,1,1,1,1
36,181065,11,12,5,9,0,0,40,1,1,1,1
60,227332,13,14,5,12,0,0,40,1,1,1,1
47,181342,8,9,5,1,0,0,40,1,0,0,0
24,33616,8,9,0,0,0,0,35,1,1,0,0
38,111499,14,15,0,13,0,0,50,1,1,0,1
40,124692,12,13,5,12,0,0,40,1,1,1,1
44,150533,9,10,2,10,0,1876,55,1,1,1,0
45,236040,9,10,5,13,0,0,40,1,1,1,1
59,100313,8,9,5,12,0,1887,40,1,1,1,1
27,46442,12,13,0,7,0,0,35,1,1,0,0
74,167537,9,10,5,12,0,0,35,1,1,1,1
32,340917,12,13,0,13,0,0,50,1,1,1,1
41,94113,14,15,5,13,0,0,60,1,1,1,1
36,219611,12,13,0,11,2174,0,50,1,0,0,0
52,138944,6,7,5,10,0,0,40,1,1,1,1
26,44308,12,13,0,9,0,0,40,1,1,1,0
54,168553,12,13,5,12,0,0,40,1,1,1,0
17,150262,6,7,0,11,0,0,20,1,1,0,0
35,206951,13,14,5,11,0,0,40,1,1,1,1
37,42645,8,9,5,4,0,0,40,1,1,1,0
18,51255,6,7,0,1,0,0,15,1,1,1,0
47,190072,9,10,3,11,0,0,50,1,1,1,0
69,169717,12,13,5,12,6418,0,45,1,1,1,1
30,403433,12,13,0,13,0,0,50,1,0,1,1
41,118853,9,10,5,11,0,0,40,1,1,1,0
47,102628,9,10,5,0,0,0,40,1,1,1,1
50,221532,11,12,5,10,0,0,40,1,1,1,1
20,227554,9,10,1,11,0,0,18,1,0,0,0
64,165479,8,9,5,11,0,0,5,1,1,1,0
33,231043,8,9,5,10,0,0,50,1,1,1,1
44,126199,9,10,3,5,1831,0,50,1,1,1,0
55,37869,15,16,0,13,0,0,60,1,1,0,0
23,143062,8,9,0,11,0,0,40,1,1,1,0
33,174201,8,9,0,1,0,0,40,1,1,1,0
48,128460,8,9,5,10,0,0,42,1,1,1,1
35,185556,13,14,5,13,0,1887,40,1,1,1,1
39,187693,8,9,5,10,0,0,72,1,1,1,1
34,356882,9,10,5,11,0,0,45,1,1,1,1
29,187450,12,13,5,11,0,0,50,1,1,1,1
65,153522,8,9,4,0,0,0,17,1,1,0,0
57,20953,9,10,5,11,0,1902,40,1,1,1,1
50,150999,13,14,5,13,0,1977,40,1,1,1,1
35,350247,14,15,5,13,0,0,50,1,1,1,1
36,128516,8,9,5,3,0,0,40,1,1,0,1
33,193246,12,13,5,3,0,0,42,1,1,1,1
35,140854,8,9,0,5,0,0,60,1,1,1,0
20,82777,9,10,0,11,0,0,16,1,1,1,0
38,270985,9,10,5,12,0,0,50,1,0,1,0
51,186338,8,9,5,10,0,0,40,1,1,1,1
53,177705,12,13,5,10,0,0,44,1,1,1,1
27,189974,9,10,3,3,0,0,20,1,1,0,0
49,128132,8,9,5,11,0,0,60,1,1,1,1
50,196307,9,10,5,10,7688,0,40,1,1,1,1
38,423616,8,9,5,11,0,0,24,1,1,0,1
26,276967,9,10,5,11,0,0,40,1,1,1,0
45,213620,8,9,0,0,0,0,40,1,1,0,0
23,109199,2,3,5,1,0,0,40,0,1,1,0
24,279041,8,9,0,1,0,0,40,1,0,1,0
51,290290,12,13,5,13,0,0,45,1,1,1,1
31,110643,12,13,5,13,0,0,40,1,1,1,1
66,186324,12,13,5,11,0,0,5,1,1,1,1
43,245842,8,9,5,2,0,0,44,0,1,1,0
39,336226,8,9,5,12,3103,0,60,1,1,1,1
47,173783,12,13,5,11,15024,0,60,1,1,1,1
32,169589,10,11,5,1,0,0,40,1,1,1,1
53,192982,13,14,5,3,0,0,38,1,1,1,1
46,423222,12,13,5,12,7688,0,40,1,1,1,1
39,444219,8,9,5,10,0,0,45,1,0,0,0
40,191982,10,11,3,13,0,0,40,1,1,0,1
54,286342,13,14,0,13,0,0,32,1,1,0,1
48,127921,12,13,5,13,0,0,40,1,1,1,0
38,125933,13,14,5,13,0,0,40,0,1,1,1
54,68985,13,14,5,11,0,0,55,1,1,1,1
40,347934,8,9,0,0,0,0,35,1,1,0,0
63,30813,13,14,5,13,0,0,50,1,1,1,1
36,66304,9,10,5,5,0,0,45,1,1,1,0
24,201680,8,9,0,10,0,0,40,1,1,1,0
36,101481,8,9,0,3,0,0,40,1,1,1,0
45,30457,12,13,5,12,15024,0,40,1,1,1,1
44,211531,9,10,5,12,0,0,50,1,1,1,0
20,148940,8,9,0,1,0,0,40,1,1,1,0
39,173175,12,13,5,12,15024,0,50,1,1,1,1
53,144361,8,9,5,2,0,0,38,1,1,1,0
37,344480,9,10,5,10,0,0,65,1,1,1,0
46,228372,12,13,3,11,0,0,40,1,1,1,1
51,224207,9,10,5,11,0,0,40,1,1,1,1
23,126945,9,10,0,13,0,0,25,1,1,1,0
40,309311,8,9,5,4,0,0,40,1,1,1,0
53,186303,9,10,5,7,0,1887,40,1,1,1,1
68,182131,9,10,5,12,10605,0,20,1,1,1,1
50,400630,14,15,5,13,0,0,36,1,1,1,1
54,186884,9,10,5,5,0,0,30,1,0,1,0
37,360743,9,10,5,1,0,0,40,1,0,1,1
48,185041,3,4,5,5,0,1672,55,1,1,1,0
47,370119,14,15,5,13,0,0,50,1,1,1,1
28,327533,8,9,5,7,3908,0,40,1,1,1,0
53,227392,9,10,5,7,0,0,60,1,1,1,0
30,129707,12,13,5,13,99999,0,35,1,1,1,1
21,265148,8,9,0,1,0,0,38,0,1,1,0
28,160731,8,9,5,10,0,0,40,0,1,1,1
25,323545,8,9,0,9,0,0,40,1,0,0,0
23,595461,3,4,0,10,0,0,40,0,1,1,0
32,231263,9,10,5,2,0,0,50,1,1,1,0
33,376483,9,10,3,3,0,0,40,1,0,0,0
43,421837,9,10,5,11,7298,0,50,0,1,1,1
32,180603,12,13,5,11,0,0,40,1,1,1,1
50,22418,4,5,3,5,0,0,50,1,1,1,0
48,198000,9,10,0,10,0,0,38,1,1,0,1
28,188278,12,13,5,10,0,0,55,1,1,1,0
59,126668,10,11,5,13,5178,0,50,1,1,1,1
43,58447,15,16,5,13,99999,0,55,1,1,1,1
35,223242,12,13,3,13,0,0,40,1,1,1,0
34,312197,8,9,5,5,0,0,75,0,1,1,1
20,227778,9,10,0,11,0,0,56,1,1,0,0
51,208302,11,12,5,11,0,0,38,1,1,1,1
28,303954,8,9,5,10,0,1848,42,1,1,1,1
48,200471,12,13,5,5,0,0,45,1,1,1,1
54,108960,6,7,5,2,0,0,40,1,1,1,0
41,47902,12,13,5,13,0,0,45,1,1,1,1
32,209538,13,14,5,12,0,0,55,1,1,1,1
28,90196,12,13,5,12,0,0,45,1,1,1,1
40,216237,12,13,3,12,0,0,45,1,1,0,1
62,121319,12,13,5,13,3103,0,40,1,1,1,1
37,212465,8,9,5,10,0,0,40,1,1,1,0
47,176319,8,9,5,11,0,0,38,1,1,0,1
38,112497,12,13,5,7,0,0,60,1,1,1,0
40,510072,12,13,5,11,0,0,55,1,1,1,1
27,276776,9,10,5,9,0,0,40,1,1,1,1
58,140363,8,9,3,11,0,0,36,1,1,1,0
36,108320,8,9,3,2,4101,0,40,1,1,1,0
45,513660,12,13,0,13,0,0,40,1,1,1,0
37,175759,12,13,5,9,0,0,40,1,1,1,1
29,209934,2,3,5,0,0,0,40,0,1,1,0
20,211293,9,10,0,11,0,0,14,1,0,0,0
45,235646,12,13,5,12,0,0,40,1,1,1,1
58,205410,8,9,5,2,0,0,40,1,1,1,0
29,74500,12,13,5,11,0,0,40,1,1,1,1
64,60940,8,9,4,11,8614,0,50,0,1,0,1
34,420749,8,9,5,10,0,0,30,0,1,1,0
58,250206,5,6,5,10,5178,0,40,1,1,1,1
41,162140,8,9,3,10,0,2339,40,1,1,1,0
56,146660,8,9,5,10,0,0,60,1,1,1,0
51,387250,12,13,5,3,0,0,50,1,1,1,1
63,34098,5,6,4,4,0,0,56,1,1,0,0
44,172479,8,9,5,4,15024,0,60,1,1,1,1
27,207418,12,13,0,13,0,0,50,1,1,0,0
20,105479,9,10,0,11,0,0,25,1,1,0,0
47,76034,9,10,5,0,0,0,57,1,1,1,1
20,387779,6,7,0,5,0,0,15,1,1,1,0
69,107548,4,5,5,3,0,0,40,1,1,1,0
52,74024,13,14,5,13,0,0,45,1,1,1,1
44,249332,8,9,5,5,0,0,40,0,1,1,0
30,355789,8,9,0,3,0,0,50,1,0,0,0
36,318972,9,10,3,3,0,0,65,1,1,0,0
27,247711,8,9,5,3,0,0,40,1,1,0,0
28,122922,8,9,0,12,0,0,50,1,1,0,0
42,96321,9,10,5,11,0,0,50,1,1,1,1
47,172246,13,14,5,13,0,0,60,1,1,1,1
23,133355,9,10,0,3,0,0,15,1,1,1,0
47,398652,8,9,5,11,0,0,50,1,1,1,1
23,210443,12,13,0,13,0,0,40,1,1,0,0
44,398473,9,10,5,11,0,0,70,1,1,1,1
49,52590,8,9,4,7,0,0,40,1,0,1,0
42,183241,13,14,5,13,0,0,45,1,1,0,1
40,168538,8,9,5,11,0,0,60,1,1,1,1
45,45891,9,10,3,3,0,0,42,1,1,1,0
28,176972,12,13,5,10,0,0,45,1,1,1,1
18,34125,5,6,0,0,0,0,28,1,1,0,0
47,178686,10,11,0,0,0,0,40,1,1,1,0
39,154641,12,13,5,12,0,0,45,1,1,1,1
34,181091,12,13,5,12,0,1977,45,1,1,1,1
35,225750,12,13,3,13,0,0,32,1,1,0,0
34,120959,9,10,3,3,0,0,40,1,1,0,0
42,201723,9,10,0,10,0,0,40,1,1,1,0
38,297449,12,13,5,3,7298,0,50,1,1,1,1
48,345831,9,10,5,9,0,0,40,1,1,1,1
47,191978,9,10,5,12,0,0,40,1,1,1,1
30,340917,13,14,5,12,15024,0,60,1,1,1,1
29,274969,8,9,0,10,0,0,42,1,1,0,0
23,433669,11,12,0,3,0,0,40,1,1,1,0
34,173266,8,9,5,9,0,0,40,1,1,1,1
49,182752,9,10,5,3,0,0,40,1,1,0,1
29,34383,10,11,5,5,0,0,55,1,1,1,0
38,112093,6,7,5,5,0,0,40,1,1,1,0
34,177331,9,10,5,13,4386,0,40,1,0,1,1
46,140782,11,12,3,13,0,0,50,1,1,0,0
69,185039,8,9,5,12,9386,0,12,1,1,1,1
49,165134,10,11,0,12,0,0,35,0,1,0,0
44,227065,12,13,5,12,0,0,40,1,1,1,1
25,178037,8,9,5,5,0,0,40,1,1,1,0
38,100295,3,4,5,2,0,0,50,0,1,0,1
30,190385,12,13,5,0,0,0,40,1,1,0,1
39,172538,12,13,5,13,0,0,50,1,1,1,1
49,188330,8,9,5,11,0,0,40,1,1,1,1
44,193755,12,13,3,12,0,0,50,1,1,1,1
51,302847,8,9,5,10,0,0,54,1,1,1,0
29,369114,8,9,3,3,0,0,40,1,1,0,0
58,43221,9,10,5,4,0,2415,40,1,1,1,1
58,322013,8,9,5,10,0,0,40,1,1,1,0
18,379242,9,10,0,12,0,0,50,1,1,0,0
70,379819,9,10,5,11,10566,0,40,1,1,1,0
32,207668,12,13,0,12,0,2444,50,1,1,1,1
47,72896,8,9,5,5,0,0,40,1,1,1,0
48,105838,12,13,5,12,0,0,45,1,1,1,1
40,173590,13,14,5,12,0,0,50,1,1,1,1
58,314092,10,11,5,10,0,1887,48,1,1,1,1
45,44791,12,13,0,13,0,0,40,1,1,1,0
39,249720,12,13,3,12,0,0,60,1,0,0,0
25,231638,8,9,0,3,0,0,40,1,1,0,0
35,186009,8,9,5,10,0,0,40,1,1,1,1
49,193047,8,9,5,10,0,0,45,1,1,1,1
35,241306,10,11,5,9,0,0,40,1,1,1,1
49,323773,6,7,5,6,0,0,40,1,1,0,0
36,301614,8,9,5,10,0,0,40,1,1,1,0
56,35373,9,10,3,0,0,0,30,1,1,1,0
47,72880,13,14,0,13,0,0,40,1,1,0,0
45,194698,9,10,5,10,0,0,40,1,1,1,1
35,198841,10,11,3,9,0,0,35,1,1,1,0
55,198145,12,13,5,13,7298,0,40,1,1,1,1
53,263925,12,13,5,11,0,0,40,0,1,1,1
42,121264,10,11,5,13,0,0,40,1,1,1,1
42,199095,10,11,4,13,0,0,40,1,0,0,0
55,168625,9,10,3,9,0,0,12,1,1,0,1
65,115880,15,16,5,12,0,0,40,1,1,1,1
38,87556,12,13,5,12,7688,0,55,1,1,1,1
50,168212,13,14,5,10,0,1902,45,1,1,1,1
51,264457,6,7,5,1,0,0,40,1,0,1,0
41,133692,12,13,3,7,0,0,40,1,1,0,0
36,214378,8,9,3,13,0,0,40,1,1,0,1
29,244721,12,13,5,9,0,0,35,1,1,1,1
30,75167,12,13,5,12,0,0,55,1,1,1,0
56,274111,12,13,5,3,0,0,45,1,1,1,1
61,230568,12,13,3,3,0,0,40,1,1,1,1
29,176683,12,13,0,11,0,0,50,1,1,1,1
30,233980,6,7,5,5,0,0,40,1,1,1,0
53,149650,8,9,0,11,0,2559,48,1,1,1,1
24,270517,8,9,0,0,0,0,40,0,1,0,0
40,475322,12,13,2,10,0,0,50,1,1,1,0
19,127085,9,10,0,0,0,0,10,1,1,1,0
55,41938,12,13,5,13,0,0,8,1,1,0,0
53,58913,13,14,5,12,0,0,42,1,1,1,1
60,178312,8,9,5,11,7298,0,65,1,1,1,1
65,36209,5,6,5,1,0,0,22,1,1,1,1
51,40641,9,10,5,12,0,0,60,1,1,1,1
29,87905,8,9,3,0,10520,0,40,1,1,1,1
35,107160,7,8,2,0,0,0,30,1,1,0,0
55,359972,12,13,5,12,0,1887,40,1,1,1,1
17,151799,6,7,0,0,0,0,20,1,1,0,0
51,105943,8,9,5,3,3908,0,40,1,1,0,0
39,186191,13,14,5,13,0,1848,50,1,1,1,1
47,145269,6,7,3,10,0,0,45,1,1,0,0
39,188391,8,9,5,10,7298,0,50,1,1,1,1
19,128363,9,10,0,11,0,0,30,1,1,0,0
67,247566,8,9,5,7,0,0,24,1,1,1,0
50,234143,13,14,5,12,0,0,45,1,0,1,1
39,286789,15,16,5,12,0,0,45,1,1,1,1
38,277248,13,14,5,12,0,0,60,0,1,1,1
34,261799,10,11,5,3,0,0,45,1,0,1,1
28,194472,9,10,5,3,0,0,40,1,1,0,0
45,170871,8,9,5,12,15024,0,55,1,1,1,1
51,110327,12,13,5,12,0,0,40,1,1,1,1
35,48404,8,9,0,11,0,0,40,1,1,0,0
30,115426,12,13,5,11,0,0,40,1,1,1,1
38,152621,12,13,5,4,0,0,99,1,1,1,0
38,190895,12,13,5,12,7298,0,50,1,1,1,1
39,203482,13,14,5,13,7298,0,40,1,1,1,1
26,187652,8,9,3,12,0,0,78,1,1,1,1
47,204692,8,9,5,10,0,0,40,1,1,1,0
27,706026,6,7,5,1,0,0,40,1,1,1,0
43,311177,9,10,0,5,0,0,30,1,0,1,0
59,140478,13,14,5,13,0,0,40,1,1,1,1
47,125120,12,13,3,10,0,0,50,1,1,0,0
44,220563,9,10,5,9,0,0,40,1,1,1,0
18,120283,7,8,0,11,0,0,24,1,1,0,0
67,103315,13,14,0,12,15831,0,72,1,1,0,1
57,195176,13,14,0,13,0,0,80,1,1,1,0
46,174995,8,9,3,3,0,0,45,1,1,0,0
55,193374,8,9,3,10,0,0,40,1,1,1,0
54,129432,12,13,5,12,15024,0,40,1,1,1,1
30,343789,9,10,5,3,0,0,40,1,1,1,1
41,203761,12,13,5,13,0,0,40,1,1,1,1
36,254493,9,10,5,11,0,0,44,1,1,1,0
47,284916,8,9,5,11,7298,0,45,1,1,1,1
53,283602,13,14,5,13,15024,0,40,1,1,0,1
38,269318,12,13,5,3,5178,0,50,1,1,1,1
21,285457,9,10,0,5,0,0,50,1,1,1,0
44,146659,13,14,5,13,0,1887,35,1,1,1,1
54,57758,13,14,5,11,0,0,68,1,1,1,1
41,111772,11,12,5,10,0,1887,40,1,1,1,1
60,367695,11,12,5,3,0,0,40,1,1,1,1
51,43354,6,7,5,10,0,0,40,1,1,1,1
38,126675,8,9,3,10,0,2205,40,1,1,1,0
42,198096,9,10,5,0,0,0,40,1,1,1,1
51,137253,8,9,3,13,0,0,40,1,1,0,1
40,130760,10,11,5,12,0,0,50,1,1,1,1
49,199029,12,13,5,11,0,2415,55,1,1,1,1
17,121037,7,8,0,11,0,0,15,1,1,0,0
46,192779,12,13,0,11,0,0,45,1,1,1,1
48,233511,8,9,5,5,0,0,50,1,1,1,1
29,168479,13,14,5,13,0,0,40,1,1,1,1
53,242606,8,9,5,5,0,0,40,1,1,1,0
32,29312,5,6,5,5,0,0,80,1,1,1,1
36,137314,9,10,5,7,0,0,60,1,1,1,1
30,432565,10,11,5,9,0,0,40,0,1,0,1
40,290660,11,12,3,12,8614,0,50,1,1,1,1
50,215990,8,9,5,10,0,0,40,1,1,1,1
45,215862,15,16,5,12,7688,0,45,1,1,1,1
40,146908,15,16,5,13,0,0,60,1,1,1,1
17,152696,7,8,0,0,0,0,30,1,1,0,0
38,114591,12,13,5,13,15024,0,40,1,1,0,1
35,92028,13,14,5,12,0,0,50,1,1,1,1
52,154342,8,9,5,10,0,0,48,1,1,1,1
34,506858,10,11,5,10,0,0,32,1,1,1,1
51,41474,5,6,5,0,0,0,40,0,1,1,0
23,107190,9,10,0,3,0,0,20,1,0,1,0
49,191277,9,10,5,12,15024,0,50,1,1,1,1
25,182227,9,10,0,3,0,0,30,1,1,1,0
47,246739,12,13,5,12,99999,0,55,1,1,1,1
46,180695,9,10,0,3,0,0,40,1,1,0,0
32,52647,5,6,5,12,0,0,45,1,1,1,0
32,142675,8,9,0,10,0,0,40,1,1,1,0
24,82777,8,9,2,2,0,0,40,1,1,1,0
26,291968,14,15,5,13,0,1977,40,1,1,1,1
41,34987,9,10,5,4,0,0,54,1,1,1,1
51,102828,10,11,5,1,0,0,40,0,1,1,0
62,162825,8,9,5,12,0,0,40,1,1,1,1
37,103474,8,9,0,0,0,0,40,1,1,0,0
39,136081,8,9,5,2,0,2051,40,1,1,1,0
48,125421,13,14,3,12,0,0,40,1,1,0,1
51,222615,8,9,5,2,0,0,40,1,1,1,1
25,189027,12,13,0,1,0,0,40,1,1,1,0
18,205218,9,10,0,0,0,0,20,1,1,0,0
45,151267,12,13,0,3,0,0,40,1,0,0,1
45,209482,13,14,5,13,0,0,45,1,1,0,1
39,341741,0,1,0,0,0,0,12,1,1,0,0
34,174789,9,10,5,0,0,0,50,1,1,1,0
31,224234,8,9,5,5,0,0,40,1,0,1,0
21,210165,4,5,1,1,0,0,40,1,1,1,0
55,199067,12,13,5,12,15024,0,42,1,1,1,1
58,104333,9,10,5,10,0,0,40,1,1,1,1
23,194247,9,10,0,11,0,0,40,1,1,1,0
33,112115,12,13,5,12,0,1902,45,1,1,1,1
54,224934,13,14,5,13,0,0,50,1,1,1,1
42,386175,9,10,3,11,0,0,50,1,1,1,1
31,190305,13,14,5,13,0,0,50,1,1,1,0
36,153066,13,14,5,13,0,0,40,1,1,1,1
65,344152,13,14,5,13,5556,0,50,1,1,1,1
45,543922,13,14,3,5,14344,0,48,1,1,1,1
28,275116,5,6,5,5,0,0,40,1,1,1,0
47,148171,15,16,3,13,0,0,50,0,1,1,1
53,48343,8,9,5,5,0,1902,40,1,1,1,1
48,182862,9,10,5,10,0,0,40,1,1,1,1
46,148738,8,9,5,1,0,1740,35,1,1,1,0
28,190525,13,14,0,13,0,0,40,1,1,1,0
35,142874,11,12,1,11,0,0,36,1,0,0,0
38,122493,5,6,5,11,0,1887,40,1,1,1,1
23,203078,12,13,0,3,0,0,24,1,0,1,0
43,101383,8,9,5,10,0,0,40,1,1,1,1
57,69884,8,9,5,11,0,0,40,1,1,1,1
21,247779,6,7,0,11,0,0,38,1,1,0,0
51,195844,9,10,5,7,0,0,40,1,1,1,1
22,284317,11,12,0,3,0,0,40,1,1,0,0
30,302473,8,9,0,3,0,0,40,1,1,0,0
30,169583,12,13,6,12,0,0,40,1,1,0,1
37,44694,13,14,5,13,0,0,45,1,1,0,1
47,197836,8,9,5,11,0,0,45,1,1,1,0
34,355571,8,9,3,2,0,0,40,1,0,0,0
65,115922,12,13,5,12,0,0,40,1,1,1,1
56,143266,9,10,5,12,0,0,40,1,1,1,1
70,345339,12,13,0,12,0,0,40,1,1,1,0
40,55508,3,4,3,4,0,0,40,1,1,0,0
31,256362,12,13,5,11,3908,0,50,1,1,1,0
41,170331,12,13,5,13,0,0,60,1,1,1,0
17,130795,5,6,0,0,0,0,20,1,1,1,0
20,175069,9,10,0,3,0,0,40,0,1,1,0
39,218249,9,10,2,13,0,0,37,1,0,0,0
50,154728,9,10,5,9,0,0,40,1,1,1,1
62,247483,9,10,5,11,0,0,40,1,1,1,1
44,367749,12,13,0,13,0,0,45,0,1,0,0
24,241857,9,10,0,3,0,0,35,1,0,0,0
22,127647,8,9,0,0,0,0,36,1,1,0,0
38,103323,9,10,5,10,7688,0,40,1,1,1,1
19,53220,8,9,0,3,0,0,40,1,0,0,0
47,80924,9,10,4,0,0,0,35,1,1,0,0
44,172479,12,13,5,13,7688,0,40,1,1,1,1
48,39986,8,9,0,1,0,0,40,1,1,1,0
43,345969,14,15,5,13,0,0,50,1,1,1,1
20,293726,9,10,0,10,0,0,40,1,1,1,0
29,210869,9,10,0,11,0,0,80,1,0,1,0
48,248254,9,10,5,13,7298,0,40,1,1,0,1
30,77689,12,13,5,11,7688,0,50,1,1,1,1
23,71864,9,10,0,12,0,0,35,1,1,0,0
48,130812,8,9,5,12,0,0,40,1,1,0,0
38,223004,9,10,0,0,0,0,40,1,1,1,0
28,31935,9,10,3,3,0,0,40,1,1,0,0
22,186849,6,7,3,11,0,0,50,1,1,1,0
33,365908,8,9,5,0,2105,0,40,1,0,1,0
48,142719,13,14,5,13,0,0,40,1,1,1,1
23,245302,9,10,3,11,0,0,40,1,0,0,0
30,182089,8,9,5,4,0,0,85,1,1,1,0
50,196975,8,9,5,10,0,0,40,1,1,1,1
36,607848,9,10,5,11,7688,0,45,1,1,1,1
76,70697,3,4,4,0,0,0,25,1,1,0,0
41,186909,13,14,5,11,0,1902,35,1,1,0,1
32,388672,9,10,3,1,0,0,16,1,1,1,0
33,348491,9,10,5,12,0,0,40,1,0,0,1
34,113838,9,10,5,11,0,0,45,1,1,1,1
52,230767,12,13,5,12,0,1902,60,0,1,1,1
32,97429,12,13,3,12,0,0,40,0,1,0,0
51,145166,8,9,5,3,0,0,50,1,1,1,0
61,139391,9,10,5,11,0,1902,35,1,1,1,1
40,107433,12,13,5,12,0,1977,50,1,1,1,1
30,172748,3,4,0,10,0,0,40,1,1,1,0
65,212562,6,7,5,1,0,0,20,1,1,1,0
44,150011,12,13,3,13,0,0,40,1,1,0,0
60,245062,8,9,5,10,0,0,40,1,1,1,1
44,104892,9,10,5,10,0,0,58,1,1,1,1
30,363032,8,9,5,7,0,0,40,1,0,1,0
30,261943,6,7,1,10,0,0,30,0,1,1,0
35,205584,2,3,0,10,0,0,40,0,1,1,0
40,125776,10,11,5,3,0,0,40,1,1,1,1
47,158286,13,14,5,12,0,0,50,1,1,1,1
19,199480,5,6,0,1,0,0,25,1,1,1,0
42,202188,9,10,3,12,0,1741,50,1,1,0,0
37,160920,11,12,5,3,0,0,40,1,1,1,0
34,190385,13,14,0,13,0,0,40,1,1,0,1
39,208109,8,9,5,5,0,0,60,1,1,1,1
43,208613,14,15,1,13,99999,0,40,1,1,1,1
46,178829,13,14,1,12,0,0,70,1,1,1,1
21,243842,8,9,5,4,0,0,40,1,1,1,0
25,404616,12,13,5,12,0,0,40,1,1,1,1
37,107164,5,6,0,5,0,2559,50,1,1,1,1
33,162572,8,9,5,5,0,0,55,1,1,1,1
25,144259,8,9,0,3,0,0,40,1,0,1,0
23,33551,12,13,5,9,0,0,38,1,1,1,0
35,112497,8,9,5,10,0,0,35,0,1,1,0
35,214816,12,13,5,12,0,0,40,1,1,1,1
42,155469,11,12,4,9,0,0,24,1,1,0,0
32,136480,12,13,5,11,0,0,60,1,1,1,1
28,191355,12,13,5,11,0,0,45,1,1,1,1
23,201680,7,8,5,10,0,0,40,1,1,1,0
45,259463,10,11,5,13,0,0,40,1,1,1,1
35,95455,12,13,3,12,0,0,55,1,1,0,0
52,129311,9,10,5,12,0,0,95,1,1,1,1
35,49749,9,10,3,3,0,0,40,1,1,0,1
47,264052,9,10,5,13,0,0,50,1,1,1,1
38,234807,12,13,5,12,0,0,50,1,1,0,1
66,114447,10,11,4,13,0,0,35,1,1,0,0
30,247328,9,10,0,3,0,0,40,1,1,1,0
52,238959,13,14,0,13,0,0,32,1,1,1,1
18,36882,8,9,0,3,0,0,20,1,1,0,0
57,175942,9,10,4,12,0,0,25,1,1,1,0
34,195136,12,13,5,13,0,1887,40,1,1,0,1
34,106742,8,9,5,10,0,0,45,1,1,1,0
46,345073,8,9,3,12,0,0,48,1,1,1,1
53,96062,12,13,5,12,0,1902,48,1,1,1,1
50,163921,8,9,5,11,0,0,48,1,1,1,1
40,53835,12,13,5,11,0,0,50,1,1,1,1
49,79019,13,14,4,13,0,0,16,1,1,0,0
35,216256,10,11,0,0,0,0,60,1,1,1,0
30,313038,8,9,0,10,0,0,40,1,1,1,0
28,154863,4,5,5,10,0,0,40,0,0,1,1
36,180686,8,9,5,10,0,0,45,1,1,1,1
46,236852,12,13,5,11,0,0,45,1,1,1,1
19,249787,8,9,0,0,0,0,40,1,0,1,0
31,77634,10,11,5,0,0,0,42,1,1,1,0
61,153408,13,14,3,13,0,0,40,1,1,0,1
52,170562,8,9,5,12,0,0,60,1,1,1,1
35,241998,8,9,0,11,4787,0,40,1,1,1,1
29,154411,10,11,0,9,0,0,40,1,1,1,0
52,386397,12,13,5,12,0,0,45,1,1,1,1
29,229842,8,9,0,5,0,0,45,1,0,1,0
62,88579,8,9,0,3,0,0,38,1,1,0,0
32,190228,8,9,5,0,0,0,40,1,1,1,0
43,113324,12,13,5,13,0,0,40,1,1,1,1
38,114835,12,13,5,11,0,0,60,1,1,0,1
36,334291,8,9,5,11,0,0,40,1,1,1,1
31,121055,8,9,5,10,0,0,70,1,1,1,1
68,166083,8,9,5,12,0,0,40,1,1,1,1
27,128059,9,10,5,10,0,0,50,1,1,1,0
57,195835,9,10,1,3,0,0,40,1,1,1,0
58,98725,15,16,5,13,0,0,50,1,1,1,1
19,206599,8,9,0,11,0,0,40,1,1,0,0
47,481987,8,9,5,0,0,0,40,1,1,1,1
39,183092,15,16,3,13,0,0,40,1,1,0,1
35,30673,7,8,5,10,0,0,84,1,1,1,0
30,231263,8,9,5,11,0,0,40,1,1,1,0
50,159650,9,10,5,9,0,0,60,1,1,1,1
21,25265,8,9,0,10,0,0,40,1,1,1,0
46,125492,12,13,3,13,0,0,40,1,0,0,0
45,166636,8,9,3,0,0,0,35,1,0,0,0
49,192894,8,9,5,10,0,0,40,1,1,1,1
39,186130,14,15,5,12,0,0,55,1,1,1,1
42,210534,2,3,2,3,0,0,40,0,1,1,0
27,128730,10,11,0,12,10520,0,65,0,1,1,1
59,160362,8,9,5,11,0,0,60,1,1,1,0
45,225456,12,13,5,12,0,0,50,1,1,1,1
46,102388,14,15,5,13,15024,0,45,1,1,1,1
40,53506,12,13,3,10,0,0,40,1,1,0,0
37,190105,8,9,0,3,0,0,55,1,1,0,0
